כמות,מחיר_יחידה,הנחה_אחוז,month,day_of_week_num,is_holiday,is_weekend,קטגוריה_enc,רשת_enc,אזור_enc,עונה_enc,is_high_profit
7,103.2,0.2,11,1,0,0,2,1,2,1,0
1,44.1,0.1,4,1,0,0,3,4,0,0,1
3,11.61,0.1,7,4,0,1,2,0,0,3,1
5,6.9,0.0,5,1,0,0,4,3,0,0,0
3,899.0,0.0,7,3,0,0,0,5,2,3,0
2,6.55,0.05,12,4,0,1,4,0,4,1,0
4,6.32,0.2,6,4,0,1,4,4,3,3,0
8,80.1,0.1,5,1,0,0,1,2,2,0,1
2,4674.15,0.15,12,4,0,1,0,5,1,1,0
3,19.92,0.2,8,3,0,0,3,3,2,3,1
1,23.2,0.2,10,1,0,0,2,4,2,2,1
8,99.0,0.0,7,2,0,0,1,3,1,3,1
2,399.0,0.0,5,6,0,0,2,5,4,0,1
2,69.0,0.0,8,1,0,0,3,0,0,3,1
3,29.0,0.0,11,6,0,0,2,5,0,1,1
6,109.65,0.15,2,2,0,0,2,2,2,1,1
7,31.2,0.2,10,3,0,0,3,1,0,2,1
3,1349.1,0.1,4,3,0,0,0,2,4,0,0
8,109.65,0.15,10,6,0,0,1,5,1,2,1
2,46.55,0.05,2,2,0,0,3,1,3,1,1
7,11.61,0.1,9,4,0,1,2,5,0,2,0
3,199.0,0.0,10,4,0,1,1,5,4,2,1
6,2799.0,0.0,12,6,0,0,0,1,1,1,0
3,237.15,0.15,7,4,0,1,1,5,4,3,1
3,1499.0,0.0,5,0,0,0,0,1,3,0,0
5,9.9,0.0,3,0,0,0,4,2,3,0,0
1,14.9,0.0,5,3,0,0,3,2,3,0,0
4,8.42,0.15,9,5,0,1,4,3,2,2,0
3,69.0,0.0,6,3,0,0,1,2,0,3,1
2,24.9,0.0,11,3,0,0,3,1,4,1,1
8,39.0,0.0,12,1,0,0,3,1,3,1,1
8,46.55,0.05,1,1,0,0,0,4,4,1,0
8,1499.0,0.0,9,3,0,0,0,2,2,2,0
8,23.65,0.05,2,0,0,0,3,5,0,1,1
7,144.18,0.1,12,2,1,0,3,0,3,1,1
4,284.05,0.05,10,1,0,0,0,4,0,2,0
1,14.15,0.05,3,6,0,0,3,1,0,0,1
5,699.0,0.0,1,1,0,0,0,1,0,1,0
8,44.1,0.1,1,1,0,0,2,0,0,1,0
3,11.92,0.2,3,6,0,0,4,1,2,0,0
7,75.05,0.05,12,6,0,0,1,3,4,1,1
3,58.65,0.15,3,0,0,0,1,4,2,0,1
4,15.92,0.2,5,6,0,0,3,4,0,0,1
3,52.9,0.0,2,4,0,1,4,2,3,1,0
6,109.65,0.15,6,0,0,0,1,1,0,3,1
3,122.55,0.05,9,0,0,0,2,3,2,2,1
6,299.0,0.0,3,3,0,0,0,1,4,0,0
7,9.9,0.0,4,0,0,0,4,2,4,0,0
1,44.1,0.1,9,6,0,0,2,3,3,2,1
1,79.0,0.0,10,3,0,0,1,0,0,2,1
2,10.32,0.2,9,2,0,0,4,2,0,2,0
6,3599.1,0.1,8,5,0,1,0,0,3,3,0
5,189.05,0.05,1,1,0,0,1,0,2,1,1
3,3999.0,0.0,8,1,0,0,0,3,1,3,0
4,71.2,0.2,3,3,0,0,2,0,4,0,1
5,3.6,0.2,5,2,0,0,4,3,3,0,0
1,31.12,0.2,11,3,0,0,4,1,0,1,0
2,44.37,0.15,12,1,1,0,2,0,2,1,1
3,7.92,0.2,12,6,0,0,4,2,3,1,0
6,141.55,0.05,9,3,0,0,1,3,2,2,1
7,69.0,0.0,11,2,0,0,1,4,4,1,1
8,49.0,0.0,10,4,0,1,3,2,4,2,1
6,1169.1,0.1,9,0,0,0,0,4,4,2,0
6,126.65,0.15,11,2,0,0,1,1,0,1,1
3,29.9,0.0,5,1,0,0,3,3,1,0,1
3,71.2,0.2,9,3,0,0,2,1,2,2,0
6,12.66,0.15,1,3,0,0,4,5,4,1,0
3,3399.15,0.15,4,6,0,0,0,1,3,0,0
1,99.0,0.0,8,4,0,1,1,3,0,3,1
7,80.1,0.1,11,1,0,0,3,5,3,1,1
7,113.05,0.05,1,0,0,0,1,5,0,1,1
8,1954.15,0.15,10,1,0,0,0,0,2,2,0
6,3199.2,0.2,8,2,0,0,0,0,0,3,0
4,899.0,0.0,11,3,0,0,0,1,0,1,0
3,24.9,0.0,12,3,0,0,3,4,2,1,1
1,75.65,0.15,5,0,0,0,3,4,2,0,1
1,6.9,0.0,9,6,0,0,4,5,3,2,0
6,49.0,0.0,6,3,0,0,0,4,3,3,0
2,44.37,0.15,12,3,1,0,2,0,2,1,0
6,199.0,0.0,7,0,0,0,1,4,2,3,1
7,399.0,0.0,1,6,0,0,1,1,3,1,1
8,23.65,0.05,3,1,0,0,3,4,1,0,1
3,58.65,0.15,5,1,0,0,2,5,0,0,1
8,50.15,0.15,6,2,0,0,2,1,2,3,0
3,119.2,0.2,3,4,0,1,0,0,2,0,0
4,2124.15,0.15,3,1,0,0,0,4,1,0,0
6,12.66,0.15,4,1,0,0,4,4,4,0,0
4,129.0,0.0,12,3,0,0,1,1,1,1,1
3,10.32,0.2,9,3,0,0,2,1,3,2,1
8,44.1,0.1,2,3,0,0,1,3,3,1,1
3,141.55,0.05,7,3,0,0,2,2,3,3,0
8,103.2,0.2,5,1,0,0,1,5,2,0,1
6,14.9,0.0,12,6,0,0,4,0,4,1,0
2,1499.0,0.0,11,3,0,0,0,4,2,1,0
3,6.9,0.0,1,2,0,0,4,1,1,1,0
4,41.65,0.15,8,6,0,0,3,2,3,3,1
7,149.0,0.0,2,4,0,1,1,2,0,1,1
7,134.3,0.15,3,3,1,0,1,5,2,0,1
8,29.9,0.0,6,4,0,1,3,2,4,3,1
1,71.2,0.2,12,1,0,0,0,4,4,1,0
6,126.65,0.15,11,2,0,0,0,2,0,1,0
4,69.0,0.0,2,6,0,0,3,3,3,1,1
2,44.1,0.1,5,2,0,0,0,5,3,0,0
3,7.9,0.0,8,2,0,0,4,0,2,3,0
3,39.0,0.0,3,2,0,0,2,5,2,0,0
7,6.55,0.05,8,2,0,0,4,1,3,3,0
1,4.27,0.05,8,2,0,0,4,4,2,3,0
4,35.1,0.1,10,3,0,0,3,3,0,2,1
7,49.0,0.0,3,2,0,0,3,3,2,0,1
5,1039.2,0.2,3,4,0,1,0,5,3,0,0
2,149.0,0.0,12,0,0,0,1,4,2,1,1
6,71.2,0.2,2,2,0,0,2,2,0,1,1
5,141.55,0.05,1,1,0,0,1,1,3,1,1
7,719.2,0.2,9,2,0,0,0,2,2,2,0
6,8.9,0.0,5,0,0,0,4,1,0,0,0
2,14.9,0.0,10,6,0,0,4,5,4,2,0
6,65.55,0.05,7,2,0,0,1,0,2,3,1
2,2379.15,0.15,9,3,0,0,0,4,0,2,0
2,99.0,0.0,11,2,0,0,2,4,2,1,0
1,49.0,0.0,11,0,0,0,3,4,3,1,1
1,11.3,0.05,5,4,0,1,4,1,3,0,0
2,149.0,0.0,4,3,0,0,1,4,2,0,1
5,8.9,0.0,10,1,0,0,4,4,2,2,0
8,399.0,0.0,2,4,0,1,2,3,3,1,1
8,13.41,0.1,5,3,0,0,3,3,4,0,1
5,56.05,0.05,12,3,0,0,2,3,1,1,0
1,5.52,0.2,5,1,0,0,4,0,3,0,0
1,5.52,0.2,8,2,0,0,4,2,0,3,0
5,9.52,0.2,4,2,0,0,4,4,3,0,0
1,80.1,0.1,7,0,0,0,2,4,3,3,0
3,359.1,0.1,7,1,0,0,1,1,0,3,1
1,23.65,0.05,3,4,0,1,4,1,4,0,0
2,11.9,0.0,6,2,0,0,4,2,2,3,0
1,559.2,0.2,4,3,0,0,0,1,3,0,0
4,159.2,0.2,8,6,0,0,1,2,1,3,1
7,359.1,0.1,12,1,0,0,2,3,0,1,1
1,1499.0,0.0,6,6,0,0,0,5,3,3,0
8,39.0,0.0,2,6,0,0,3,4,0,1,0
6,53.1,0.1,6,4,0,1,2,0,4,3,1
1,2799.0,0.0,5,3,0,0,0,4,3,0,0
6,84.15,0.15,6,3,0,0,2,0,1,3,0
8,10.96,0.15,2,0,0,0,4,5,0,1,0
5,4.05,0.1,8,3,0,0,4,3,2,3,0
1,14.9,0.0,5,4,0,1,3,1,4,0,1
1,38.9,0.0,5,4,0,1,4,1,0,0,0
7,55.2,0.2,10,3,0,0,1,2,2,2,1
5,399.0,0.0,6,1,0,0,2,5,0,3,1
8,7.5,0.0,4,6,0,0,4,0,4,0,0
4,23.92,0.2,4,0,0,0,3,0,3,0,1
5,53.1,0.1,12,4,0,1,2,3,0,1,0
5,4.5,0.0,8,0,0,0,4,0,3,3,0
1,13.41,0.1,6,5,0,1,4,4,0,3,0
5,12.9,0.0,11,0,0,0,4,1,0,1,0
2,39.0,0.0,6,1,0,0,3,3,2,3,1
1,11.92,0.2,6,5,0,1,3,2,0,3,1
3,49.0,0.0,5,2,0,0,1,0,3,0,1
8,80.1,0.1,9,6,0,0,3,3,3,2,1
1,69.0,0.0,2,0,0,0,3,5,3,1,1
2,558.0,0.2,4,2,1,0,1,0,1,0,1
5,80.1,0.1,1,2,0,0,2,4,4,1,0
8,18.91,0.15,4,4,1,1,4,1,2,0,0
7,1169.1,0.1,5,4,0,1,0,2,3,0,0
6,38.9,0.0,9,2,0,0,4,1,0,2,0
6,37.05,0.05,8,1,0,0,3,5,2,3,1
5,4674.15,0.15,4,4,0,1,0,2,3,0,0
8,200.25,0.1,4,2,1,0,2,1,1,0,1
5,4.72,0.2,3,1,0,0,4,3,2,0,0
5,37.05,0.05,5,3,0,0,3,3,0,0,1
3,7.11,0.1,11,2,0,0,4,4,2,1,0
4,4399.2,0.2,11,4,0,1,0,0,2,1,0
4,124.2,0.0,4,4,1,1,3,2,2,0,1
1,84.55,0.05,12,0,0,0,3,2,1,1,1
8,185.76,0.1,10,6,1,0,2,0,2,2,0
5,18.9,0.0,5,4,0,1,3,5,1,0,1
3,39.2,0.2,3,3,0,0,3,5,4,0,1
8,6.38,0.15,2,3,0,0,4,0,0,1,0
1,149.0,0.0,4,6,0,0,1,5,4,0,1
1,11.9,0.0,10,4,0,1,4,2,3,2,0
5,399.0,0.0,1,0,0,0,1,3,4,1,1
5,8.9,0.0,7,1,0,0,4,3,1,3,0
8,10.32,0.2,2,6,0,0,2,2,0,1,0
5,6.21,0.1,9,2,0,0,4,1,4,2,0
3,11.9,0.0,3,6,0,0,4,2,3,0,0
2,223.2,0.2,7,1,0,0,1,0,2,3,1
7,49.0,0.0,4,6,0,0,3,3,4,0,0
7,75.65,0.15,5,1,0,0,3,1,3,0,1
2,49.0,0.0,6,3,0,0,2,2,2,3,0
2,89.1,0.1,11,1,0,0,1,3,3,1,1
7,75.65,0.15,1,3,0,0,2,1,2,1,0
7,149.0,0.0,5,2,0,0,2,5,3,0,0
5,59.0,0.0,5,6,0,0,2,4,1,0,0
1,12.9,0.0,2,4,0,1,2,5,3,1,0
1,29.9,0.0,9,5,0,1,3,2,2,2,1
8,46.55,0.05,2,5,0,1,3,3,0,1,1
5,149.0,0.0,4,2,0,0,1,0,1,0,1
1,35.1,0.1,5,4,0,1,2,3,4,0,0
1,141.55,0.05,7,3,0,0,1,3,0,3,1
3,350.24,0.2,9,6,1,0,1,3,2,2,1
2,75.05,0.05,1,4,0,1,1,0,0,1,1
1,126.65,0.15,11,3,0,0,1,2,3,1,1
5,7.5,0.0,5,1,0,0,4,4,2,0,0
3,119.2,0.2,7,6,0,0,2,0,1,3,1
2,149.0,0.0,10,1,0,0,2,5,3,2,1
5,22.41,0.1,7,6,0,0,4,5,0,3,0
1,4.5,0.0,11,6,0,0,4,0,0,1,0
8,359.1,0.1,8,3,0,0,2,2,3,3,1
6,141.55,0.05,9,0,0,0,0,5,2,2,0
7,103.2,0.2,1,4,0,1,2,3,4,1,1
2,149.0,0.0,6,4,0,1,2,4,4,3,1
8,129.0,0.0,4,2,0,0,1,2,2,0,1
1,75.24,0.05,4,2,1,0,3,3,1,0,1
3,899.0,0.0,12,1,0,0,0,1,4,1,0
6,89.0,0.0,9,0,0,0,3,1,2,2,1
7,4.5,0.0,1,4,0,1,4,3,0,1,0
3,159.2,0.2,9,0,0,0,1,3,0,2,1
3,6.38,0.15,2,2,0,0,4,5,4,1,0
2,41.8,0.05,7,4,0,1,3,2,2,3,1
5,2124.15,0.15,6,6,0,0,0,0,4,3,0
7,7.57,0.15,12,2,0,0,4,4,3,1,0
1,24.65,0.15,12,2,0,0,2,5,4,1,1
1,39.0,0.0,5,3,0,0,3,5,0,0,1
4,2799.0,0.0,11,6,0,0,0,1,0,1,0
6,71.2,0.2,10,6,0,0,1,4,4,2,1
2,4.05,0.1,4,6,0,0,4,3,4,0,0
5,359.1,0.1,5,6,0,0,2,0,0,0,1
5,89.0,0.0,5,2,0,0,1,0,4,0,1
4,55.2,0.2,1,6,0,0,2,3,2,1,0
4,6.55,0.05,12,1,0,0,4,3,4,1,0
2,129.0,0.0,8,0,0,0,1,1,2,3,1
7,119.2,0.2,7,1,0,0,1,2,3,3,1
1,89.0,0.0,5,1,0,0,3,2,3,0,1
3,52.9,0.0,9,4,0,1,4,0,4,2,0
7,10.96,0.15,2,6,0,0,4,5,2,1,0
4,2249.1,0.1,6,4,0,1,0,3,2,3,0
2,2499.0,0.0,7,1,0,0,0,2,2,3,0
7,31.2,0.2,8,4,0,1,3,1,0,3,1
1,2124.15,0.15,11,4,0,1,0,2,4,1,0
3,7.5,0.0,9,1,0,0,4,5,2,2,0
7,46.55,0.05,2,3,0,0,3,1,2,1,1
7,44.0,0.0,8,1,0,0,3,5,2,3,1
7,71.2,0.2,1,6,0,0,1,5,3,1,1
6,41.65,0.15,7,6,0,0,0,5,2,3,0
5,14.15,0.05,5,0,0,0,3,5,0,0,1
6,223.2,0.2,10,1,0,0,1,3,2,2,1
7,2799.0,0.0,7,2,0,0,0,5,2,3,0
2,49.0,0.0,7,2,0,0,3,1,1,3,1
7,11.3,0.05,2,3,0,0,4,1,4,1,0
6,14.9,0.0,7,2,0,0,4,5,2,3,0
8,629.1,0.1,6,0,0,0,0,5,0,3,0
8,14.9,0.0,10,3,0,0,3,0,2,2,1
7,84.55,0.05,12,4,0,1,1,5,3,1,1
7,1299.0,0.0,2,6,0,0,0,2,2,1,0
7,6.21,0.1,3,2,0,0,4,0,3,0,0
8,11.92,0.2,12,6,0,0,3,1,4,1,1
3,69.0,0.0,5,6,0,0,1,5,1,0,1
1,41.65,0.15,7,2,0,0,3,5,4,3,1
6,14.15,0.05,4,6,0,0,4,5,2,0,0
5,2799.0,0.0,12,3,0,0,0,2,3,1,0
8,149.0,0.0,1,2,0,0,1,2,0,1,1
8,11.9,0.0,11,6,0,0,4,3,3,1,0
7,2069.1,0.1,7,0,0,0,0,1,0,3,0
2,44.1,0.1,7,6,0,0,3,1,3,3,0
3,134.1,0.1,4,3,0,0,1,0,2,0,1
1,11.92,0.2,9,2,0,0,3,2,1,2,1
2,63.2,0.2,6,0,0,0,1,1,0,3,1
6,379.05,0.05,12,0,0,0,1,3,0,1,1
6,65.55,0.05,11,4,0,1,3,5,2,1,1
4,12.66,0.15,2,6,0,0,4,5,0,1,0
5,14.9,0.0,10,6,0,0,3,2,2,2,1
5,2124.15,0.15,12,6,0,0,0,2,0,1,0
7,2519.1,0.1,7,0,0,0,0,5,2,3,0
1,12.9,0.0,2,6,0,0,4,0,2,1,0
8,5.52,0.2,8,4,0,1,4,3,3,3,0
7,38.9,0.0,8,4,0,1,4,1,4,3,0
3,2799.0,0.0,3,3,0,0,0,3,0,0,0
6,5.87,0.15,3,3,0,0,4,0,2,0,0
5,35.1,0.1,1,0,0,0,1,0,2,1,1
8,2374.05,0.05,11,3,0,0,0,3,0,1,0
5,129.0,0.0,3,0,0,0,1,0,4,0,1
3,65.55,0.05,8,6,0,0,2,5,0,3,1
2,18.9,0.0,2,6,0,0,3,3,0,1,1
7,299.0,0.0,6,1,0,0,0,5,1,3,0
6,122.55,0.05,1,2,0,0,1,0,2,1,1
1,84.55,0.05,6,4,0,1,1,4,3,3,1
8,14.9,0.0,7,4,0,1,4,0,3,3,0
5,89.0,0.0,3,5,0,1,3,3,2,0,1
1,399.0,0.0,10,5,0,1,1,1,1,2,1
1,27.55,0.05,11,3,0,0,2,0,2,1,1
6,75.05,0.05,1,0,0,0,1,2,3,1,1
1,1349.1,0.1,11,2,0,0,0,2,2,1,0
5,10.96,0.15,11,1,0,0,4,3,4,1,0
8,5.52,0.2,7,3,0,0,4,4,4,3,0
6,15.12,0.2,11,1,0,0,3,5,1,1,1
3,69.0,0.0,8,0,0,0,2,0,0,3,0
6,23.92,0.2,2,4,0,1,3,1,1,1,1
3,3999.0,0.0,7,0,0,0,0,5,0,3,0
3,79.2,0.2,6,5,0,1,1,2,0,3,1
2,12.9,0.0,5,6,0,0,4,1,0,0,0
5,284.05,0.05,3,3,0,0,0,1,4,0,0
2,159.2,0.2,11,0,0,0,1,0,2,1,1
1,1299.0,0.0,6,2,0,0,0,4,0,3,0
5,10.96,0.15,4,1,0,0,4,5,0,0,0
2,8.9,0.0,3,6,0,0,4,1,2,0,0
1,13.41,0.1,7,6,0,0,4,4,1,3,0
2,14.9,0.0,8,6,0,0,3,5,2,3,1
6,89.0,0.0,11,1,0,0,3,2,4,1,1
1,29.9,0.0,5,6,0,0,3,3,4,0,1
1,10.12,0.15,3,1,0,0,4,5,2,0,0
2,80.1,0.1,2,2,0,0,2,2,1,1,1
4,84.55,0.05,3,6,0,0,2,0,0,0,1
4,2249.1,0.1,10,1,0,0,0,1,2,2,0
1,141.55,0.05,8,1,0,0,1,2,2,3,1
1,899.0,0.0,10,2,0,0,0,0,3,2,0
5,2299.0,0.0,1,6,0,0,0,0,2,1,0
5,6.9,0.0,3,1,0,0,4,3,2,0,0
4,69.0,0.0,5,4,0,1,3,4,0,0,1
1,4.05,0.1,11,3,0,0,4,5,4,1,0
1,62.82,0.15,3,2,1,0,4,0,0,0,0
5,75.65,0.15,3,4,0,1,0,4,3,0,0
8,149.0,0.0,11,4,0,1,1,0,4,1,1
3,46.55,0.05,1,1,0,0,3,4,2,1,1
3,140.12,0.05,4,2,1,0,2,4,2,0,1
8,2659.05,0.05,1,6,0,0,0,2,1,1,0
2,2799.0,0.0,2,6,0,0,0,2,0,1,0
3,89.0,0.0,12,3,0,0,0,4,4,1,0
3,12.9,0.0,6,6,0,0,4,4,0,3,0
8,8.42,0.15,12,6,0,0,4,2,4,1,0
2,11.92,0.2,1,6,0,0,3,3,0,1,0
6,44.1,0.1,8,3,0,0,0,0,3,3,0
8,126.65,0.15,6,4,0,1,1,2,0,3,1
1,5.87,0.15,8,2,0,0,4,1,2,3,0
4,1299.0,0.0,4,3,0,0,0,3,0,0,0
5,39.0,0.0,2,3,0,0,3,4,3,1,1
3,5.87,0.15,9,4,0,1,4,5,4,2,0
4,8.01,0.1,9,1,0,0,4,5,2,2,0
3,2499.0,0.0,8,6,0,0,0,4,3,3,0
4,169.15,0.15,6,3,0,0,1,3,2,3,1
7,18.9,0.0,9,1,0,0,3,1,4,2,1
1,3399.15,0.15,2,0,0,0,0,5,0,1,0
3,2549.15,0.15,3,3,0,0,0,3,2,0,0
6,3399.15,0.15,6,0,0,0,0,3,3,3,0
6,14.9,0.0,2,3,0,0,3,4,2,1,1
4,19.92,0.2,2,2,0,0,4,1,2,1,0
2,251.1,0.1,6,3,0,0,1,0,3,3,1
2,18.76,0.05,4,2,1,0,4,5,2,0,0
3,80.1,0.1,6,2,0,0,2,3,3,3,1
5,38.9,0.0,12,0,0,0,4,5,2,1,0
4,89.0,0.0,3,6,0,0,0,4,1,0,0
7,13.41,0.1,5,3,0,0,3,5,3,0,1
7,12.9,0.0,1,3,0,0,2,0,4,1,1
7,9.9,0.0,3,6,0,0,4,4,4,0,0
5,16.91,0.15,1,3,0,0,3,3,2,1,1
5,116.1,0.1,3,2,0,0,2,0,3,0,0
1,49.0,0.0,1,6,0,0,3,4,0,1,1
7,2999.0,0.0,2,6,0,0,0,0,2,1,0
5,38.9,0.0,6,4,0,1,4,5,4,3,0
6,149.0,0.0,4,6,0,0,1,4,0,0,1
8,22.41,0.1,11,6,0,0,3,1,2,1,1
4,109.65,0.15,7,2,0,0,2,2,0,3,0
4,49.0,0.0,9,5,0,1,3,5,0,2,1
6,339.15,0.15,11,5,0,1,1,4,4,1,1
5,2999.0,0.0,4,3,0,0,0,2,1,0,0
6,3199.2,0.2,3,6,0,0,0,1,0,0,0
5,24.9,0.0,12,3,0,0,4,0,3,1,0
5,27.55,0.05,8,2,0,0,2,1,0,3,0
5,24.65,0.15,11,3,0,0,2,0,0,1,0
8,1839.2,0.2,11,6,0,0,0,3,2,1,0
7,39.0,0.0,7,6,0,0,3,0,1,3,1
1,35.1,0.1,12,3,0,0,1,3,1,1,1
6,89.0,0.0,11,6,0,0,1,2,4,1,1
7,46.55,0.05,3,3,0,0,1,4,3,0,1
1,3799.05,0.05,9,0,0,0,0,0,4,2,0
5,89.0,0.0,7,3,0,0,1,4,2,3,1
4,14.9,0.0,2,2,0,0,4,3,2,1,0
4,101.15,0.15,11,5,0,1,1,5,4,1,1
8,129.0,0.0,4,0,0,0,2,2,3,0,0
2,4.27,0.05,8,1,0,0,4,1,4,3,0
2,2999.0,0.0,12,0,0,0,0,3,4,1,0
4,79.0,0.0,7,2,0,0,1,2,2,3,1
5,49.0,0.0,7,3,0,0,2,4,0,3,1
3,103.2,0.2,10,3,0,0,2,5,2,2,0
3,29.0,0.0,2,0,0,0,2,2,0,1,0
4,149.0,0.0,9,2,0,0,2,0,3,2,1
1,31.2,0.2,8,4,0,1,1,5,2,3,1
1,89.0,0.0,1,1,0,0,2,4,4,1,1
3,6.55,0.05,10,6,0,0,4,2,0,2,0
4,279.0,0.0,5,6,0,0,1,4,2,0,1
2,103.2,0.2,5,1,0,0,1,2,2,0,1
3,14.9,0.0,3,2,0,0,3,0,0,0,0
7,129.0,0.0,2,2,0,0,1,3,3,1,1
8,119.2,0.2,2,3,0,0,0,1,3,1,0
3,2999.0,0.0,2,6,0,0,0,3,3,1,0
3,89.0,0.0,6,1,0,0,3,1,2,3,1
3,699.0,0.0,8,2,0,0,0,1,0,3,0
8,28.4,0.05,5,3,0,0,3,5,1,0,1
3,37.05,0.05,7,3,0,0,3,5,4,3,1
7,103.5,0.0,10,2,1,0,3,5,0,2,1
2,14.9,0.0,7,4,0,1,4,0,2,3,0
2,71.2,0.2,4,5,0,1,3,1,3,0,1
5,23.2,0.2,10,6,0,0,2,1,0,2,1
3,199.0,0.0,4,3,0,0,1,4,3,0,1
1,2549.15,0.15,3,0,0,0,0,1,2,0,0
3,126.65,0.15,8,1,0,0,1,4,2,3,1
7,399.0,0.0,1,4,0,1,1,1,2,1,1
8,6.32,0.2,11,3,0,0,4,3,2,1,0
5,6.55,0.05,5,2,0,0,4,1,2,0,0
6,39.0,0.0,10,6,0,0,1,2,2,2,1
3,14.15,0.05,1,4,0,1,4,1,4,1,0
8,109.65,0.15,4,3,0,0,2,3,3,0,1
1,119.0,0.0,1,4,0,1,1,5,1,1,1
2,8.9,0.0,10,6,0,0,4,2,2,2,0
6,99.0,0.0,6,0,0,0,1,1,1,3,1
7,22.41,0.1,5,0,0,0,3,5,2,0,1
6,39.2,0.2,3,4,0,1,2,3,3,0,0
7,38.9,0.0,1,6,0,0,4,4,0,1,0
2,149.0,0.0,1,0,0,0,2,2,2,1,1
7,80.1,0.1,9,4,0,1,3,4,2,2,1
2,39.0,0.0,7,3,0,0,3,5,1,3,1
3,1499.0,0.0,5,3,0,0,0,0,3,0,0
7,44.0,0.0,2,6,0,0,3,3,3,1,1
5,149.0,0.0,5,0,0,0,0,1,4,0,0
4,149.0,0.0,8,3,0,0,2,5,3,3,1
4,29.9,0.0,11,4,0,1,3,1,0,1,1
6,5.52,0.2,10,0,0,0,4,4,2,2,0
5,35.1,0.1,2,4,0,1,2,3,0,1,0
1,69.0,0.0,7,1,0,0,2,3,0,3,1
7,141.55,0.05,8,3,0,0,1,3,1,3,1
5,49.0,0.0,4,0,0,0,2,2,2,0,1
1,149.0,0.0,5,3,0,0,2,4,4,0,0
6,339.15,0.15,11,3,0,0,2,5,2,1,0
7,9.9,0.0,3,1,0,0,4,4,3,0,0
2,10.96,0.15,5,3,0,0,2,4,3,0,0
4,399.0,0.0,1,3,0,0,2,2,2,1,0
6,14.9,0.0,1,1,0,0,4,0,3,1,0
4,379.05,0.05,11,6,0,0,2,4,3,1,1
6,62.1,0.1,9,2,0,0,1,5,2,2,1
6,319.2,0.2,7,0,0,0,2,1,1,3,1
5,239.2,0.2,6,2,0,0,0,3,4,3,0
4,11.92,0.2,5,0,0,0,3,3,0,0,1
8,49.0,0.0,5,4,0,1,1,1,4,0,1
3,89.0,0.0,4,6,0,0,2,3,3,0,0
3,155.25,0.1,4,2,1,0,1,2,2,0,1
4,29.9,0.0,9,1,0,0,3,4,0,2,1
3,59.0,0.0,8,0,0,0,2,2,2,3,0
6,189.05,0.05,11,3,0,0,1,4,1,1,1
1,7.5,0.0,9,2,0,0,4,4,4,2,0
3,339.15,0.15,7,0,0,0,1,0,3,3,1
6,8.9,0.0,4,0,0,0,4,5,3,0,0
7,1839.2,0.2,10,4,0,1,0,5,0,2,0
6,35.1,0.1,12,6,0,0,3,1,3,1,1
7,55.2,0.2,11,2,0,0,2,1,0,1,0
6,22.41,0.1,6,5,0,1,4,4,3,3,0
4,199.0,0.0,9,0,0,0,1,3,2,2,1
4,29.9,0.0,5,6,0,0,3,2,2,0,1
4,2999.0,0.0,1,2,0,0,0,0,2,1,0
4,764.15,0.15,9,2,0,0,0,3,3,2,0
7,1169.1,0.1,8,1,0,0,0,3,2,3,0
6,3.82,0.15,3,4,0,1,4,2,0,0,0
3,106.8,0.2,10,6,1,0,2,3,3,2,0
2,37.05,0.05,7,6,0,0,2,1,0,3,0
4,89.1,0.1,3,4,0,1,1,4,2,0,1
5,141.55,0.05,1,6,0,0,0,4,2,1,0
3,29.0,0.0,3,0,0,0,2,4,1,0,0
1,89.0,0.0,2,3,0,0,0,2,2,1,0
4,89.0,0.0,2,3,0,0,2,3,2,1,0
8,71.2,0.2,9,4,0,1,2,0,0,2,1
4,16.91,0.15,5,4,0,1,3,0,2,0,0
2,149.0,0.0,4,2,0,0,1,3,2,0,1
3,19.9,0.0,4,1,0,0,3,2,0,0,1
5,3799.05,0.05,3,1,0,0,0,3,2,0,0
3,12.9,0.0,5,4,0,1,4,2,0,0,0
7,159.2,0.2,9,3,0,0,1,5,2,2,1
8,99.0,0.0,6,3,0,0,2,2,0,3,1
1,46.55,0.05,6,6,0,0,3,5,1,3,0
3,39.2,0.2,1,6,0,0,0,2,0,1,0
3,89.0,0.0,8,6,0,0,1,4,0,3,1
7,15.92,0.2,10,2,0,0,3,5,3,2,1
3,149.0,0.0,12,6,0,0,1,1,2,1,1
3,7.5,0.0,1,4,0,1,4,2,3,1,0
1,44.0,0.0,6,6,0,0,3,5,2,3,1
2,84.55,0.05,12,0,0,0,2,2,0,1,0
4,63.18,0.1,4,1,1,0,1,0,4,0,1
6,14.9,0.0,11,6,0,0,3,5,1,1,1
5,399.0,0.0,12,1,0,0,2,4,2,1,0
6,2399.2,0.2,3,1,0,0,0,0,3,0,0
7,6.71,0.15,8,2,0,0,4,4,2,3,0
4,33.15,0.15,10,3,0,0,3,3,0,2,0
8,134.1,0.1,6,1,0,0,1,5,4,3,1
1,119.2,0.2,11,3,0,0,2,3,2,1,0
6,29.0,0.0,2,1,0,0,2,1,3,1,0
6,2374.05,0.05,1,6,0,0,0,0,1,1,0
6,31.2,0.2,4,6,0,0,2,4,2,0,0
7,69.0,0.0,12,4,0,1,3,3,2,1,1
3,8.9,0.0,3,3,0,0,4,2,1,0,0
